name
Master H.A. or A.H.
Hans Holbein the Younger
"Dutch (Amsterdam) Painter, about 1640–50"
Rembrandt (Rembrandt van Rijn)
Gerard ter Borch the Younger
Pieter de Hooch
El Greco (Domenikos Theotokopoulos)
Workshop of Diego Rodríguez de Silva y Velázquez
Goya (Francisco de Goya y Lucientes)
Jean Jacques Hauer|early 19th century painter
Paul Cézanne
Camille Corot
Henri-Edmond Cross (Henri-Edmond Delacroix)
Charles-François Daubigny
Edgar Degas
Jules Dupré
Paul Gauguin
Armand Guillaumin
Henri-Joseph Harpignies
Jean Auguste Dominique Ingres
Claude Monet
Camille Pissarro
Auguste Renoir
Théodore Rousseau
Georges Seurat
Paul Signac
Alfred Sisley
Paul-Désiré Trouillebert
Vincent van Gogh
Raimundo de Madrazo y Garreta
Sir Henry Raeburn
George Romney
Narcisse-Virgile Diaz de la Peña
Ugolino da Siena (Ugolino di Nerio)
Bartolomeo Bulgarini
Barna da Siena
Fra Bartolomeo (Bartolomeo di Paolo del Fattorino)
Hans Baldung (called Hans Baldung Grien)
Pierre Bonnard
Georges Braque
Marc Chagall
André Derain
Georges d'Espagnat
Gustave Loiseau
Édouard Vuillard
Albert Marquet
Henri Matisse
Georges Rouault
Maurice Utrillo
Louis Valtat
Jacques Villon
Maurice de Vlaminck
Jean Béraud
"Italian [Tuscan] Painter, first quarter of 14th century"
Stefano da Verona (Stefano di Giovanni)
Balthus (Balthasar Klossowski)
Canaletto (Giovanni Antonio Canal)
Leonardo da Vinci
Francesco di Giorgio Martini
Antonio Pollaiuolo
Giovanni Domenico Tiepolo
Taddeo Zuccaro
Claude Lorrain (Claude Gellée)
Antoine Watteau
Peter Paul Rubens
Maurice Brazil Prendergast 
workshop of Giovanni Maria Vasaro
Nicola da Urbino
Italian|French
Jacques Goullons
del Tasso
Bernard van Orley|Pieter de Pannemaker
"Italian, Siena"
Jean Fouquet
Francesco di Marco Marmitta da Parma
Vranke van der Stockt
Albrecht Dürer
Paul Gauguin|Henri de Monfried
Giovanni Boldini
Innocenzo da Imola (Innocenzo Francucci)|Giuliano di Piero di Simone Bugiardini
Jean Honoré Fragonard|Jean Honoré Fragonard
Aelbert Cuyp
Copy after Rogier van der Weyden
Flanders (Brussels?)
Circle of Hans Baldung Grien
Follower of Hans Baldung Grien
Erhard Altdorfer
Albrecht Altdorfer
"Germany, Middle Rhine"
Upper Rhine (Switzerland)
Martin Schongauer
Francesco Guardi
Giovanni Battista Tiepolo
Henri de Toulouse-Lautrec
Félix Vallotton
Maestro Giorgio Andreoli
Master IC (probably Jean Court)|Jean Cour (or Court)
Suzanne de Court
Reinhold Vasters|Italian
Martin Carlin|Sèvres Manufactory|French
Simon Bening
Pietro di Giovanni d'Ambrogio
Hans Schwarz
Hans Brosamer
Sebald Beham
Hanns Lautensack
Étienne Delaune
Circle of Jan van Eyck
Monogrammist AM
Flemish
Maarten van Heemskerck
Copy after Hans Bol
Style of Gillis van Coninxloo
Copy after Joos van Liere (Master of the Small Landscapes)
Bartholomeus Spranger
Jaques Saverij
Flanders
Justus Sustermans
Jacob Jordaens
Jacob Jordaens|Jacob Jordaens
Jan Fijt
Jan Frans van Bloemen
Gerrit Pietersz. Sweelink
David Vinckboons
Claes Jansz. Visscher the Younger
Jan van Goyen
Allart van Everdingen
Adriaen van Ostade
Isaac van Ostade
Cornelis Dusart
School of Rembrandt van Rijn
Nicolaes Maes|School of Rembrandt van Rijn
School of Rembrandt van Rijn|Rembrandt (Rembrandt van Rijn)
Constantijn Daniel van Renesse
Anthonie van Borssom
Lambert Doomer
Roelant Roghman
Anthonie Waterloo
Willem van de Velde I
Théodore Chassériau
Willem van de Velde II
Gesina ter Borch|Gerard ter Borch the Younger
Frans van Mieris the Elder
Lievin Cruyl|Jacques Callot
Gerard de Lairesse
Valentijn Klotz
Monogrammist PVH
Georges Lallemand
Imitator of Jacques Callot
Kees van Dongen
Claude Lorrain (Claude Gellée)|Giovanni Francesco Grimaldi
Israel Silvestre
French (?)|Antoine Watteau
French
Jean-Baptiste Oudry
Charles Joseph Natoire
François Boucher
Jean Honoré Fragonard
Charles Nicolas Cochin II
Louis de Carmontelle
Gabriel de Saint-Aubin
Augustin de Saint-Aubin
Hubert Robert
Nicolas Bernard Lépicié
Jean Jacques de Boissieu|Jean-Baptiste Greuze
Sir Peter Lely (Pieter van der Faes)
Thomas Gainsborough
Paul Sandby
Henri de Saint-Délis
John Hoppner
England|George Romney
England
Odilon Redon
Sir Joshua Reynolds
French|Unknown
Unknown
Annibale Carracci|French|Unknown
Spanish
French|Dutch
Veronese School
The Veneto
Michelino da Besozzo (Michelino de Mulinari)
Michele Giambono (Michele Giovanni Bono)|Bartolomeo Vivarini
Andrea Mantegna
Andrea da Murano
Ferrara|Francesco del Cossa
Lombardy (?)
"Italian, Veneto"
Andrea Busati
Cristoforo Caselli
"Italian, Lombardy"
Michele da Verona
Giovanni Battista Caroto|Giovanni Francesco Caroto
Girolamo Romanino
Domenico Campagnola
Imitator of Domenico Campagnola|Titian (Tiziano Vecellio)
Bonifacio de' Pitati (Bonifacio Veronese)
Gaudenzio Ferrari
Francesco Primaticcio
Biagio Pupini|Polidoro da Caravaggio
Lombardy- The Veneto
Battista Franco
Paolo Veronese (Paolo Caliari)|School of Paolo Veronese
Copy after Leandro (?) Bassano
Friuli (?)
Jacopo Tintoretto (Jacopo Robusti)
Circle of Tintoretto|Jacopo Tintoretto (Jacopo Robusti)
Domenico Tintoretto|Jacopo Tintoretto (Jacopo Robusti)
Luca Cambiaso
Workshop of Cambiaso
School of Cambiaso
School of Cambiaso|Luca Cambiaso
Arcangelo di Cola da Camerino
Circle of Ottaviano Nelli
Fra Angelico (Guido di Pietro)
Antonello da Messina (Antonello di Giovanni d'Antonio)
Follower of Piero della Francesca
Niccolò Solimani (Niccolò da Verona)
Alesso Baldovinetti|Francesco Botticini (Francesco di Giovanni)
Luca Signorelli (Luca d'Egidio di Luca di Ventura)
Perugino (Pietro di Cristoforo Vannucci)
Raphael (Raffaello Sanzio or Santi)
Pinturicchio
Lo Spagna (Giovanni di Pietro)
Domenico Ghirlandaio (Domenico Bigordi)
Lorenzo di Credi (Lorenzo d'Andrea d'Oderigo)
Raffaellino del Garbo (also known as Raffaelle de' Capponi and Raffaelle de' Carli)
Italian
Domenico Beccafumi
Sodoma (Giovanni Antonio Bazzi)
Jacopo da Pontormo (Jacopo Carucci)
Pier Francesco Foschi (Pier Francesco Toschi)
Francesco Salviati (Francesco de' Rossi)
Baccio Bandinelli
Giovanni Bandini (called Giovanni dell'Opera)
Central Italian
Guglielmo della Porta
Polidoro da Caravaggio
"Luzio Luzzi (also known as Luzio Romano, Luzio da Todi)"
"Giuseppe Salviati (Giuseppe Porta, called Il Salviati)"
Federico Zuccaro (Zuccari)
Ventura Salimbeni
Emilia
Central Italy
Guercino (Giovanni Francesco Barbieri)
Follower of Guercino
Imitator of Guercino
Italy (Rome)
Alessandro Maganza
Tuscany
Fabrizio Boschi
Ciro Ferri
Luca Giordano
"Italy, In the manner of Raphael"
James McNeill Whistler
American Artist
John Chester Buttre|Barr & Young
Charles Prendergast
Robert Henri
Jean-François Millet
Roger de la Fresnaye
Jacques Louis David
George Luks
William James Glackens
James Preston
Elmer Livingston MacRae
Marjorie Organ Henri
Van Day Truex
Seymour Remenick
Alfred Hammer
Stuart Martin Kaufman
David Levine
Harvey Dinnerstein
Jacopo Amigoni
Niccolo (Nicolaus) Bambini
Bernardo Bellotto
Giuseppe Bernardino Bison
Carlo Antonio Buffagnotti
Giuseppe Maria Crespi
Giuseppe Diziani
Mauro Gandolfi
Pier Leone Ghezzi
Giacomo Guardi|Francesco Guardi
Giacomo Guardi
Pietro Longhi (Pietro Falca)|Luca Carlevaris
Jacopo Marieschi
Pietro Antonio Novelli
Pietro Antonio Novelli|Francesco Fontebasso
Giovanni Paolo Panini
Giovanni Antonio Pellegrini
Frank Randal|John Ruskin
Giovanni Battista Piranesi
Marco Ricci
Sebastiano Ricci
Italy (Naples)
Southern Italy
Italy (Milan)
Charles Angrand
Maximilien Luce
Hippolyte Petitjean
Pisanello (Antonio Pisano)
Chinese
Gustave Courbet
Vicente do Rego Monteiro
Italian (Roman)
Lorenzo Baldiserra Tiepolo|Giovanni Domenico Tiepolo
Lorenzo Baldiserra Tiepolo|Giovanni Battista Tiepolo|Giovanni Domenico Tiepolo
Francesco Tironi
Giuseppe Zais
Anton Maria Zanetti the Elder
Francesco Zuccarelli
School of Zuccarelli
Antonio Zucchi
Benozzo Gozzoli (Benozzo di Lese di Sandro)|Unidentified Artist
Amedeo Modigliani
F. Ring Foundry
Pierre Paul Prud'hon
Northern European
Eugène Delacroix
Sir Thomas Lawrence
Sir David Wilkie
John Crome
Richard Parkes Bonington
John Varley
British
Victor Jean Nicolle
Camille Corot|Camille Corot
Antoine-Louis Barye
John Charles Dollman
Wilhelm Kuhnert
Constantin Guys
Velázquez (Diego Rodríguez de Silva y Velázquez)|Eugenio Lucas y Padilla
Henry [Henri] Bonaventure Monnier
Honoré Daumier
Monogrammist M
Johan Barthold Jongkind
Eugène Boudin
Gustave Moreau
Sir Edward Burne-Jones
Adolph Menzel
Jean-Frédéric Bazille
Berthe Morisot
Jean-François Raffaëlli
Jean-Louis Forain
Théophile-Alexandre Steinlen
Auguste Rodin
Augustus (Edwin) John
Suzanne Valadon
Albert André
Pierre Laprade
Aristide Maillol
Pablo Picasso
Marie Laurencin
Ignacio Zuloaga
André-Dunoyer de Segonzac
Marcel Vertès
Marcel Gromaire
Raymond Legueult
Giunta di Tugio
Segna di Buonaventura
workshop of Guido Durantino
"""In Castel Durante"" Painter|Maestro Giorgio Andreoli"
"""In Castel Durante"" Painter"
"the ""Milan Marsyas"" Painter"
Francesco Xanto Avelli da Rovigo
Francesco Xanto Avelli da Rovigo|Gubbio
workshop of Francesco Patanazzi
Maestro Giorgio Andreoli|The Saint Ubaldus Painter
Waltner
"De Porceleyne Bijl (The Porcelain Axe) Factory, Delft"
Marcel Dyf
France
Roger Bezombes
Utagawa Hiroshige
Anton Kothgasser
Antonio Rossellino
Siena
Leone Leoni
Severo Calzetta da Ravenna
Dietz Edzard
Wayne Davis
Italian or Spanish
Fiske Boyd
Robert Lehman
Thai|Thai
Georg Anton Urlaub
Tiffany Studios
Bernard Perrot
Edouard Pignon
Alberghetti Foundry
Niccolò Roccatagliata|Sebastiano Nicolini
"Andrea di Alessandri, called Il Bresciano"
Niccolò Roccatagliata
Giambologna
Desiderio da Firenze
Jacopo Sansovino (Jacopo Tatti)
Pietro da Barga
Giovanni della Robbia
Pseudo-Melioli
Abraham Dupré
François Briot
Garrard & Company
Joseph Étienne Blerzy
Marx Merzenbach
Master of the Orléans Triptych
Master IDC|Jean Cour (or Court)
Jean Limosin
Suzanne de Court|Bernard of Paris
Jacques Nouailher
Transylvania
British artist (London)|Alfred André
Haly workshop
Hans Andreas Anthoni
Barnabe Michel Chauvraux|Jean Etienne Chabry
Louis Roucel
Attributed to Cristóbal Ruiz
Jean II Reymond
Laurent Rochette
Alois Überacher|Fratelli Mora
Carlo Canevari
"Martin Carlin|Edme-François Bouillat, called Bouillat père|Sèvres Manufactory"
Christophe Wolff
Joseph Baumhauer
Armand Sinko
Constantin Alexandrovitch Westchiloff
Giovanni Antonio Rossi
Joseph-Charles Marin
Savelli Sperandio
Antonio Salviati
Tyrol|French
Japanese
Antonio Abondio
Léonard Boudin
Pastorino de Pastorini
Southern Netherlands
Reinhold Vasters|Alfred André
Reinhold Vasters
Reinhold Vasters|Austro-Hungarian
Lysippus the Younger
Fra Antonio da Brescia
Bertoldo di Giovanni
Alessandro Cesati
Marco Guidizani
"Mario d'Aluigi (""Marius"")"
Matteo de' Pasti
Giovanni V. Melon
Jacopo Nizolla da Trezzo
Francesco da Sangallo
Alfonso Ruspagiari
Emilio Monti|Stabilimento Stefano Johnson
"Andrea Briosco, called Riccio"
Moderno (Galeazzo Mondella)
Giovanni Bernardi da Castel Bolognese
Southern Netherlands|Northern France
Thomas Rowlandson
Léonard Boudin|Pierre-Antoine Foullet
Adriano Fiorentino (Adriano di Giovanni de' Maestri)
Niccolò Fiorentino (Niccolò di Forzore Spinelli)
Benedetto Buglioni
Paul Hubner
Mary Sholes Boyan
Thomas Hope
Bernard Palissy
Housebook Master
Adam Weisweiler
Monogrammist IM
Dattatray Gundo Kulkarni
Francesco Morone
After Bellanger (?)
"Royal Porcelain Manufactory (Königliche Porzellan-Manufaktur), Berlin"
"Master of the Labours of Hercules, Verona (?)"
Italian|Alfred André|Reinhold Vasters
Southern Germany or Austria
Alfred André
Filarete (Antonio di Pietro Averlino)
Bartolommeo Melioli
"Italian (Manifattura di Signa, Florence?)"
Giovanni Maria Pomedelli
Massimiliano Soldani
Pietro Tacca
Hans Reinhart the Elder
Master of Guillaume Lambert
Gandolphe Jean Emile Francis Moutier
Brabant (Diest or Leuven?)
John James Audubon
Paul Ambille
Pacio Bertini da Firenze|Giovanni Bertini da Firenze|Tino da Camaino
Pepe Romero
"French or American Artist (possibly Victor de Grailly, Paris, 1804–1889)"
Yves Brayer
Pierre Alechinsky
"Terechkovitch, Constantin (Kostia)"
Andreas Philipp Oettner
Jean Frémin
Giovanni dal Cavino
Stabilimento Stefano Johnson|Emilio Monti
Cristoforo di Geremia
Paulus Willemsz. van Vianen
"Pietro Paolo Galeotti (""Il Romano"")"
Francesco Fanelli
André Bauchant
Domenico Morone
Lucy Valore
Master of the Codex Rossiano
Emil Grau-Sala
Hans Kels the Elder|Hans Kels the Younger|German
Niccolò di ser Sozzo
American Painter|Henry Ary
Arent van Bolten
Friedrich Hagenauer
Samuel Sánchez
Zanobi Strozzi
Maestro Daddesco
Cristoforo Cortese
Desiderio da Firenze|Severo Calzetta da Ravenna
Ludovico del Duca
Martin Carlin|Sèvres Manufactory
Costanzo da Ferrara
Peter Flötner
Félix Bracquemond
Tobias Wolff
Jean de Court|Suzanne de Court
Baldassare Manara
Unknown Artist
Benedetto da Maiano
Arthur Lee
Willy Eisenschitz
André Brasilier
George Rohner
Jean Hugo
Benjamín Palencia
Salvador Dalí
Jean Marie Tiron (called Tiron de Nanteuil)
Giuseppe Barovier
Ludwig Bemelmans
Étienne-Jacques Marcq (born ca. 1705–1781)
